"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de productos en SwagLabs","Eliminar un artículo del carrito de compra","SUCCESS","2025-06-19T22:18:53.2749911-05:00[America/Bogota]","0.0","9.32"
