"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de productos en SwagLabs","Eliminar un artículo del carrito de compra","PENDING","2025-05-25T12:35:34.5385168-05:00[America/Bogota]","0.0","12.93"
