"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de productos en SwagLabs","Comprar cuatro artículos exitosamente","ERROR","2025-05-25T13:57:40.1359445-05:00[America/Bogota]","0.0","15.46"
