"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de productos en SwagLabs","Eliminar un artículo del carrito de compra","ERROR","2025-06-24T21:49:47.3954508-05:00[America/Bogota]","0.0","1.1"
